id,iata,icao,name
2153,NULL,HVA,"Newair, Inc. (New Haven, Ct)"
2154,NULL,NLT,Newfoundland Labrador Air Transport Ltd.
2155,NULL,CBL,"Nicholson Air Service, Inc. D/B/A Cumberland  Airways (Cumberland, Md)"
2156,NULL,NGR,Nigerian Air Force
2157,WT,HMZ,Nigerian International Air Services Limited (Hamzair)
2158,NULL,EXT,Night Express
2159,NULL,NIK,Niko Air Ltd
2160,NULL,NSA,Nile Safaris Aviation
2161,NULL,NVA,Nile Valley Aviation Company
2162,NULL,NBS,Nimbus Aviation
2163,KZ,NCA,"Nippon Cargo Airlines Co., Ltd."
2164,NULL,NTP,Nistransair
2165,NULL,NRA,Nitra Air
2166,NULL,NGL,Nizhegorodsky Airlines
2167,NULL,NAD,Nobelair
2168,NULL,NOM,Noman
2169,NULL,SSQ,Noosa Air Sunstate Airlines
2170,NULL,NKA,Norcanair
2171,NULL,NRD,Nord Air
2172,NULL,NIA,"Nordavia Fluggesellschaft Mbh, Hamburg"
2173,JH,NES,"Nordeste, Linhas Aereas Regionais, S.A."
2174,NULL,NDS,Nordstress (Australia) Pty Ltd
2175,NR,NOA,Norontair
2176,NULL,DOC,Norsk Luftambulanse A/S
2177,NULL,NIR,Norskair
2178,NULL,ENJ,Nort Jet
2179,NULL,NAI,North Adria Aviation
2180,NULL,NTM,North American Airlines Ltd.
2181,NA,NAO,"North American Airlines, Inc. (Jamaica, Ny)"
2182,NULL,NAT,"North Atlantic Air, Inc. (Danvers, Ma)"
2183,NULL,NBN,North British Airlines Ltd
2184,NULL,NCB,North Caribou Flying Service Ltd.
2185,NULL,NCC,North Coast Air Services Ltd.
2186,N9,AOH,"North Coast Aviation, Inc. (Cleveland, Oh)"
2187,NULL,NBA,North East Bolivian Airways (Neba)
2188,NULL,NFA,North Flying A/S
2189,VL,NRV,North Vancouver Airlines Ltd
2190,NULL,NWW,North West Airlines
2191,NULL,PTO,North West Geomatics Ltd.
2192,HW,NWL,North Wright Air Ltd
2193,NULL,NEN,North-East Airlines Ltd
2194,NULL,MGD,North-East Cargo Airlines
2195,NULL,NFL,"Northaire Freight Lines Ltd. (Davisburg, Mi)"
2196,NULL,NSF,Northamptonshire School Of Flying Ltd
2197,NULL,NCE,"Northcoast Executive Airlines (Miamisburg,Oh)"
2198,NULL,NAS,Northeast Aviation Services Ltd.
2199,NULL,NEE,"Northeast Express Regional Airlines D/B/A Northwest  Airlink (Manchester, Nh)"
2200,NC,NAC,"Northern Air Cargo, Inc. (Anchorage, Ak)"
2201,NULL,NTX,"Northern Air Service, Inc. (Grand Rapids, Mi)"
2202,NULL,BYC,Northern Airlines Sanya Limited
2203,NULL,NDA,"Northern Airways (Grand Forks, Nd)"
2204,NULL,NLE,Northern Commuter Airlines
2205,NULL,NEX,Northern Executive Aviation Ltd.
2206,NULL,NIC,"Northern Illinois Commuter (Plainfield, Il)"
2207,NULL,NTA,Northern Thunderbird Air Ltd.
2208,NULL,KOE,"Northland Aviation, Inc. (Latham, Ny)"
2209,NULL,NSS,"Northstar Aviation (Redding, Ca)"
2210,NULL,NAL,Northway Aviation Ltd
2211,NULL,NWD,Northwest Air Services Limited
2212,NW,NWA,Northwest Orient Airlines Inc.
2213,NV,NWT,Nwt Air
2214,3E,PLR,Northwestern Air Lease Ltd.
2215,NULL,NWN,Northwinds Northern Ltd
2216,NULL,NWO,Northwood Headquarters (Raf)
2217,NULL,NAM,Nortland Air Manitoba
2218,DY,NAX,Norwegian Air Shuttle A.S
2219,NULL,TFN,Norwegian Aviation College A/S (Nac)
2220,NULL,XNT,"Notams International, Inc. (Peachtree City, Ga)"
2221,BJ,LBT,Nouvel Air Tunisie
2222,NULL,PTR,Nova Scotia Department Of Lands And Forests
2223,NULL,NOP,"Novair - Aviacao Geral, S.A."
2224,NULL,NVG,Novgorod Air Enterprise
2225,NULL,NUN,Nunasi-Central Airlines Ltd.
2226,NULL,NYG,Nyge Aero Trafikflyg Ab
2227,NULL,WAR,Nz Warbirds Association Inc.
2228,NULL,OHA,O. H. Aviation
2229,NULL,OCC,Occidental Airlines
2230,NULL,OCT,Occidental Airlines (Liberia) Inc.
2231,NULL,OCN,"Oceanair - Transportes Aereos Regionals, S.A."
2232,5K,ODS,Odessa Airlines INT
2233,NULL,ODM,Odiham Ftu
2234,ODY,ODY,Odyssey International
2235,NULL,FOC,Office Federal De L'Aviation Civile
2236,NULL,GBO,Ogooue Air Cargo
2237,NULL,OKJ,Okada Airlines Limited
2238,NULL,EFT,"Oklahoma Executive Jet Charter, Inc. D/B/A Embassy  Freight Company (Oklahoma City, Ok)"
2239,NULL,OLX,Olimex
2240,OA,OAL,Olympic Airways S.A.
2241,NULL,OLY,Olympic Aviation S.A.
2242,WY,OMA,Oman Air
2243,WY,OAS,Oman Aviation Services Company Limited
2244,WY,ORF,Oman Royal Flight
2245,NULL,OME,"Omega Air, S. De R.L."
2246,NULL,OAV,"Omni - Aviacao E Tecnologia, Lda"
2247,NULL,OAE,"Omni Air Express, Inc. (Tulsa, Ok)"
2248,NULL,OMF,"Omniflys, S.A. De C.V."
2249,NULL,OMS,"Omskavia Airline, Public Joint-Stock Society"
2250,NULL,ORL,On Air Limited
2251,NULL,MED,Ontario Ministry Of Health
2252,8Q,OHY,Onur Air
2253,NULL,OPA,Opal Air Pty Ltd
2254,OSY,OSY,Open Sky Services
2255,NULL,OAX,Operational Aviation Services - Australia
2256,NQ,DVU,Orbi
2257,NULL,OTA,"Organizacion De Transportes Aereos, S.A. De C.V."
2258,NULL,ORN,Orient Airways
2259,NULL,OEA,Orient Express Air Co. Ltd.
2260,NULL,ORT,Orient-Avia
2261,NULL,ORG,Oriental Airlines (Gambia) Limited
2262,NULL,OAC,Oriental Airlines Limited
2263,NULL,OJA,Oriental Pearl Airways Ltd.
2264,R6,OAU,Oriol Avia
2265,NULL,TAG,"Orion Air, Inc. (Chapel Hill, Nc)"
2266,NULL,MTT,Orion Spa
2267,NULL,ORW,Orwex
2268,NULL,ORX,Oryx Aviation
2269,OL,OLT,OLT Express Germany
2270,NULL,OCL,Over-Night Cargo Limited
2271,NULL,ONA,Overseas National Airways
2272,NULL,OWN,Owens Group Ltd
2273,NULL,OAB,Owners Abroad Aviation Ltd
2274,NULL,OXE,Oxaero
2275,NULL,OAA,Oxley Aviation
2276,NULL,PDQ,"P.D.Q. Air Charter, Inc. (Pontiac, Mi)"
2277,NULL,PAZ,"P.M. Air, Inc (Phoenix, Ar)"
2278,NULL,PAB,Pacific Air Boats Ltd.
2279,NULL,PRC,"Pacific Air Charter, Inc. (San Diego, Ca)"
2280,NULL,PCF,Pacific Air Express
2281,BL,PIC,Pacific Airlines Holding Co.
2282,AK,PAK,"Pacific Alaska Airlines (Fairbanks, Ak)"
2283,8P,PCO,Pacific Coastal Airline
2284,NULL,PEC,"Pacific East Asia Cargo Airlines, Inc."
2285,NULL,PXH,Pacific Express Holdings Ltd
2286,NULL,PFA,Pacific Flight Services Pte Ltd
2287,P4,PFC,Pacific International Airlines
2288,9J,PSA,"Pacific Island Aviation, Inc. (Saipan, Mp)"
2289,NULL,PAE,"Paisajes Espanoles, S.A."
2290,NULL,PKW,"Pak West Airlines, Inc. (Stockton, Ca)"
2291,PK,PIA,Pakistan International Airlines Corporation (Pia)
2292,NULL,LPA,"Pal Aerolineas, S.A. De C.V."
2293,3D,PMK,Palair Macedonian
2294,NULL,PAX,"Pan Air, Inc. (Houston, Tx)"
2295,NULL,XPA,"Pan Am Weather Systems (Minneapolis, Mn)"
2296,NULL,PEA,Pan Europeenne Air Service
2297,NULL,PMA,Pan Malaysian Air Transport
2298,NULL,PAF,Panaf Airways Limited
2299,PV,PNR,Pan Air Lineas Aereas
2300,NULL,PIT,Panair International Srl
2301,NULL,PNV,"Panavia, S.A."
2302,NULL,PAH,"Panorama Air Tour, Inc. (Honolulu, Hi)"
2303,NULL,AFD,"Panorama Flight Service (White Plains, Ny)"
2304,P8,PTN,Pantanal Linhas Aereas Sul-Matogrossenses S.A.
2305,NULL,HMP,Papair Terminal S.A.
2306,NULL,RPI,Paradise Air (Pvt) Ltd
2307,NULL,PAI,"Paradise Airways, Inc. (Smyrna, Tn)"
2308,BK,PDI,"Paradise Island Airlines, Inc. (Ft. Lauderdale, Fl)"
2309,NULL,PGX,"Paragon Air Express, Inc."
2310,NULL,APE,"Parcel Express (Denver, Co)"
2311,NULL,FAP,Parsons Airways Northern Ltd.
2312,NULL,PRR,Partner Airlines
2313,NULL,PTB,Passaredo Transportes Aereos S.A.
2314,NULL,PAA,"Patriot Airlines, Inc. (Reno, Nv)"
2315,NULL,ETL,"Patterson Aviation Company (Sacramento, Ca)"
2316,NULL,PHE,Pawan Hans Limited
2317,2F,IRP,Payam (Iptas)
2318,NULL,PCT,Peace Air Togo
2319,NULL,PCA,Peaceair (Pvt) Ltd.
2320,NULL,PCK,Peacock H.E. And Son (Thorney) Ltd.
2321,NULL,PEK,Peak Aviation Plc
2322,NULL,PBY,Pearl Air Services (U) Ltd.
2323,NULL,HPA,Pearl Airways Compagne Haitienne
2324,NULL,PCR,"Pearson Aviation Corporation D/B/A Pac Air(Nashua,Nh)"
2325,PC,PGT,Pegasus Airlines
2327,NULL,PEX,"Pelican Express (Hollywood, Fl)"
2328,PD,PEM,Pem-Air Limited
2329,NULL,PEN,"Peninsula Airways, Inc. (Anchorage, Ak)"
2330,NULL,ALO,"Pennsylvania Commuter Airlines, Inc. (Middletown, Pa)"
2331,UW,PAG,Perimeter Aviation Ltd.
2332,NULL,PGP,Perm State Air Enterprise
2333,NULL,PMX,Petroleos Mexicanos
2334,NULL,PHC,Petroleum Helicopters De Colombia S.A.
2335,NULL,PHM,"Petroleum Helicopters, Inc. (Lafayette, La)"
2336,NULL,XAS,"Phh Aviation Systems, Inc."
2337,PR,PAL,Philippine Air Lines Inc. (Pal)
2338,NULL,EAL,Philippine Eagle Airlines
2339,NULL,PHI,Philips Aviation Services
2340,NULL,PHL,"Phillips Michigan City Flying Service, Inc.  (Michigan City, In)"
2341,NULL,PHX,Phoenix 2000 Airtaxi Ltd
2342,NULL,PHN,Phoenix Air Lines Ltd
2343,NULL,PXB,Phoenix Air Ltd
2344,NULL,PAM,Phoenix Air Service Gmbh. Munchen
2345,NULL,WDY,"Phoenix Airline Services, Inc. (Memphis, Tn)"
2346,2Q,PHO,Phoenix Airways (Pty) Ltd
2347,NULL,XPX,Phoenix Flight Operations Ltd.
2348,US,PDT,"Piedmont Airlines, Inc. D/B/A Henson Aviation - Usair  Florida Shuttle - Usair Express (Salisbury, Md)"
2349,NULL,PBN,Pilatus Britten-Norman Ltd.
2350,NULL,PIO,"Pioneer Airlines, Inc. (Denver, Co)"
2351,NULL,PIZ,Pizaz European
2352,NULL,PMS,"Planemaster Services, Inc. (West Chicago, Il)"
2353,NULL,PDG,Plm Dollar Group Limited
2354,NULL,POC,"Pocono Air Lines, Inc. (East Stroudsburg, Pa)"
2355,NULL,PTS,Points Of Call Airlines Ltd.
2356,NULL,PAC,"Polar Air Cargo, Inc. (Long Beach, Ca)"
2357,NULL,JPC,Polar Air Company
2358,NULL,POL,"Polar International Airlines (Fairbanks, Ak)"
2359,NULL,POT,Polet
2360,NULL,PLC,Police Aviation Services
2361,NULL,PMR,Polise-Air
2362,NULL,PLF,Polish Air Force
2363,NULL,PLN,Polnippon Ltd.
2364,NULL,CUK,Polo Aviation Ltd
2365,NULL,PLA,"Polynesian Air-Ways (Honolulu, Hi)"
2366,PH,PAO,Polynesian Airline Operations Ltd.
2367,NULL,PTQ,"Port Townsend Airways (Port Townsend, Wa)"
2368,NI,PGA,Portugalia-Companhia Portuguesa De Transportes  Aereos Sa
2369,NULL,AFP,Portuguese Air Force
2370,NULL,PON,Portuguese Navy
2371,NULL,PSN,"Potosina Del Aire, S.A. De C.V."
2372,NULL,PWL,Powell Air Ltd.
2373,NULL,PFS,Prairie Flying Service (1976) Ltd.
2374,NULL,PWC,"Pratt And Whitney Canada, Inc."
2375,NULL,PRF,Precision Air Services Ltd.
2376,NULL,PRE,"Precision Airlines (North Springfield, Vt)"
2377,NULL,EMS,Preferred Flights Inc.
2378,DK,VKG,Premiair
2379,NULL,EMI,Premium Air Shuttle Ltd
2380,NULL,PRD,"Presidential Air (Long Beach, Ca)"
2381,NULL,PRM,"Prime Air, Inc.(Octerville, Ma)"
2382,NULL,VPR,Prime Airlines Of Sweden Ab
2383,PU,PUA,Pluna Lineas Aereas Uruguayas S.A.
2384,NULL,CME,Prince Edward Air Ltd
2385,NULL,PCN,"Princeton Aviation Corporation (Princeton, Nj)"
2386,NULL,BCK,"Priority Aviation Company, Inc (Kansas City, Mo)"
2387,NULL,PJE,"Private Jet Expeditions, Inc. (Atlanta, Ga)"
2388,NULL,PSZ,"Pro Air Service (Miami, Fl)"
2389,NULL,PAD,"Professional Express Courier Service,Inc.(Seattle,Wa)"
2390,NULL,PSL,Professionnel Air System
2391,NULL,PRT,"Prompt Air, Inc. (Chicago, Il)"
2392,NULL,PRO,"Propair, Inc"
2393,NULL,PPA,"Propheter Construction Company, Inc. D/B/A  Propheter Aviation (Sterling, Il)"
2394,YS,PRB,Proteus Air Systeme
2395,NULL,RPA,Provence Aero Service
2396,NULL,PTL,"Providence Airline (Coventry, Ri)"
2397,NULL,PVL,Provincial Aviation
2398,NULL,PSW,Pskov State Aviation Enterprise
2399,5P,PTA,Ptarmigan Airways Ltd.
2400,NULL,PNG,Puerto Rico Air National Guard
2401,NULL,TXV,"Puerto Vallarta Taxi Aereo, S.A. De C.V."
2402,NULL,PUL,Pul. Przedsiebiorstwo Uslug Lotniczych
2403,NULL,PTV,Puntavia Air Services
2404,NULL,UDA,Pusdiklat Perhubungan Udara/Plp
2405,NULL,PYR,Pyramid Air Lines
2406,NULL,PZL,Pzl - Panstwowe Zaklady Lotnicze
2407,QF,QFA,Qantas Airways Limited
2408,NULL,QAC,Qatar Air Cargo
2409,Q7,QTR,Qatar Airways Company
2410,NULL,QAF,Qatar Amiri Flight
2411,NULL,RVN,"Qualiflight Training, Inc. D/B/A/  Raven Air (Fort Worth, Tx)"
2412,NULL,QUA,"Quassar De Mexico, S.A. De C.V."
2413,NULL,QAJ,Quick Air Jet Charter Gmbh
2414,NULL,QAH,Quick Airways Holland B.V.
2415,NULL,QAS,Quisqueya Airlines S.A.
2416,NULL,QCC,"Qwest Commuter Corporation (Long Beach, Ca)"
2417,QH,QWA,Qwestair
2418,NULL,SDD,"R.I.C. Inc., D/B/A Skymaster Air Taxi (Laconia, Nh)"
2419,NULL,DMD,R.S.T. Aviation N.V.
2420,NULL,RBB,"Rabbit-Air Ag, Zurich"
2421,NULL,RCL,Racal Avionics
2422,NULL,ACE,Race Cargo Airlines
2423,NULL,RCN,Race Cargo Airlines (Nig) Limited
2424,NULL,GBR,"Rader Aviation, Inc. (White Sulfer Springs, Wv)"
2425,NULL,ACW,Raf Air Cadet Schools
2426,NULL,BSO,Raf Benson Ftu
2427,NULL,SMG,Raf St Mawgan Search And Rescue
2428,NULL,MTL,Raf-Avia
2429,NULL,RRR,Raf-Hqstc (Air Transport)
2430,NULL,RBO,Rainbow Cargo Express
2431,NULL,RAJ,Raji Airlines
2432,NULL,RFA,"Raleigh Flying Service, Inc. (Morrisville, Nc)"
2433,NULL,REX,"Ram Air Freight, Inc. (Hillsborough, Nc)"
2434,NULL,RMT,"Ram Aircraft Corpration (Waco, Tx)"
2435,NULL,PPK,"Ramp 66 (North Myrtle Beach, Sc)"
2436,NULL,RGM,Rangemile Ltd
2437,NULL,RAP,Rapid'Air
2438,NULL,RAT,"Ratioflug Luftfahrtunternehmen Gmbh, Frankfurt/M"
2439,NULL,RVA,"Raven Air  (Anchorage, Ak)"
2440,NULL,RVR,Raven Air Ltd.
2441,NULL,RCJ,Raytheon Corporate Jets
2442,NULL,RCB,Real Aero Club De Baleares
2443,NULL,RLV,Real Aviation Limited
2444,NULL,VDO,Red Air S.A.
2445,NULL,SAK,Red Arrows Display Squadron
2446,NULL,RBN,"Red Baron Aviation, Inc. (Tampa, Fl)"
2447,NULL,DEV,Red Devils Parachute Display Team
2448,NULL,VIC,"Redding Aero Enterprises (Redding, Ca)"
2449,NULL,RHC,Redhill Aviation Ltd
2450,NULL,RWG,"Redwing Airways, Inc. (Kirksville, Mo)"
2451,NULL,RAV,Reed Aviation Limited
2452,NULL,RVV,Reeve Aleutian Airways Inc.
2453,NULL,RBH,Regal Bahamas International Airways Limited
2454,NULL,RGY,"Regency Airlines Ltd. (Chicago, Il)"
2455,NULL,RAH,Regent Air
